Date,PG,^GSPC,MSFT,AAPL,AC.TO,SU,BA,WMT,TD,ABT
2019-09-06,121.3692322,2978.709961,138.2506714,212.1182251,44.56000137,28.94328499,358.7593689,113.7145309,53.83209229,85.33400726
2019-09-09,120.6777802,2978.429932,136.6803284,213.0233612,44,29.1186409,354.5886536,115.3003616,54.12417984,83.52893829
2019-09-10,118.415741,2979.389893,135.249115,215.5398102,42.38000107,29.76160812,365.1735229,115.0228424,54.76677704,82.52722168
2019-09-11,119.788765,3000.929932,135.2888489,222.3929291,42.70000076,29.77134895,378.4664307,114.993103,54.85440445,83.82646942
2019-09-12,121.2704468,3009.570068,136.6803284,221.8955994,42.90999985,29.88825417,371.2418213,115.8851395,55.04912949,84.51081085
2019-09-13,120.6283875,3007.389893,136.4815369,217.5788422,43.13000107,29.62522125,375.3235779,116.3906326,55.20491409,83.57852173
2019-09-16,118.2873383,2997.959961,135.4975891,218.7226868,41.81000137,31.6028347,374.4241943,114.5470886,55.32174683,82.67598724
2019-09-17,119.6801147,3005.699951,136.5511169,219.5184021,44.00999832,31.30083466,379.7117004,115.478775,55.64304733,82.89418793
2019-09-18,119.927063,3006.72998,137.6742096,221.5773315,43.40000153,31.07676888,381.8959045,116.123024,55.72093582,82.9536972
2019-09-19,120.4110794,3006.790039,140.2086487,219.7770233,43.02999878,31.05728531,379.9489136,116.0734634,56.03249741,82.54705811
2019-09-20,120.7469177,2992.070068,138.5885925,216.5642853,42.75,30.92089844,374.9579163,115.9446182,56.15906906,82.89418793
2019-09-23,121.7149582,2991.780029,138.2904205,217.548996,43.04000092,30.94038391,372.6254578,116.578949,56.15906906,82.47763824
2019-09-24,122.1001892,2966.600098,136.5411835,216.5145569,43,31.04754639,377.1914978,117.3520432,55.93513489,81.76354218
2019-09-25,121.517395,2984.870117,138.509079,219.8466339,43.13000107,30.83321953,381.6883545,117.4214249,55.80856323,82.18009186
2019-09-26,122.7916336,2977.620117,138.687973,218.712738,43.13999939,30.7942543,382.3703003,117.2529297,55.86698151,81.98174286
2019-09-27,123.0484619,2961.790039,136.8890228,217.6484833,42.95000076,30.87219048,378.3873596,117.4016037,56.36353302,81.16846466
2019-09-30,122.8607788,2976.73999,138.1810913,222.7708893,43.20999908,30.765028,376.0252686,117.6295624,56.72377777,82.98344421
2019-10-01,122.3372574,2940.25,136.233078,223.3875732,43.11999893,29.8979969,370.5598755,116.8069153,55.3801651,81.16846466
